bsbl_id,bs_theme,bs_subtheme,bs_year,bs_name,bs_minifigures,bs_pieces,bs_rrp,bs_owned,bs_owned_new,bs_owned_used,bs_wanted,bs_value_new,bs_value_used,bl_sold_qty_new,bl_sold_avgprice_new,bl_sold_qty_used,bl_sold_avgprice_used,bl_offer_qty_new,bl_offer_avgprice_new,bl_offer_qty_used,bl_offer_avgprice_used
224-1,System,Supplemental,1956,2 x 2 & 2 x 4 Curved Bricks,,14.0,,0,0,0,0,,,,,,,,,,
231-2,System,Supplemental,1956,Esso Pumps/Sign,,2.0,,0,0,0,0,,55.0,,,,,1.0,130.13,4.0,180.38
236-1,System,Town Plan,1956,Garage with Automatic Door (White base and door frame),,69.0,,0,0,0,0,,27.2,,,,,,,,
250-2,System,HO 1:87 Vehicles,1956,1:87 Esso Bedford Tanker,,1.0,,0,0,0,0,,37.95,,,,,,,1.0,813.31
251-2,System,HO 1:87 Vehicles,1956,1:87 Esso Bedford Truck,,1.0,,0,0,0,0,,27.06,,,1.0,27.06,,,3.0,339.96
252-2,System,HO 1:87 Vehicles,1956,1:87 Esso Bedford Trailer,,1.0,,0,0,0,0,,,,,,,,,2.0,444.61
275-2,System,HO 1:87 Vehicles,1956,1:87 VW Van,,1.0,,0,0,0,0,,,,,,,,,,
1200-2,System,Town Plan,1956,"LEGO Town Plan Board, Small Plastic",,1.0,,0,0,0,0,,179.21,,,,,,,1.0,145.36
1226-2,System,Supplemental,1956,6 x 8 & 2 x 8 Plates,,4.0,,0,0,0,0,,,,,,,,,,
1227-2,System,Supplemental,1956,4 x 8 & 2 x 8 Plates,,5.0,,0,0,0,0,,,,,,,,,,
1228-2,System,Supplemental,1956,4 x 8 Curved & 2 x 8 Plates,,5.0,,0,0,0,0,,,,,,,,,1.0,271.1
1231-2,System,Supplemental,1956,"Windows and Door with Glass, Red",,10.0,,0,0,0,0,,,,,,,,,,
1231-3,System,Supplemental,1956,"Windows and Door with Glass, White",,10.0,,0,0,0,0,,,,,,,,,,
1270-1,System,HO 1:87 Vehicles,1956,5 Cyclists / Motorcyclists,,5.0,,0,0,0,0,,,,,,,,,2.0,341.59
1271-2,System,Town Plan,1956,Traffic Police Set,,6.0,,0,0,0,0,,,,,,,,,1.0,412.08
1310-1,System,Town Plan,1956,ESSO Filling Station,,96.0,,0,0,0,0,,,,,,,,,2.0,1304.19
700_0-1,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_1-2,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_2-2,System,Basic Set,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_3-2,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_3A-2,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_4-3,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_5-2,System,Basic Set,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
700_6-2,System,Town Plan,1956,Gift Package,,,,0,0,0,0,,,,,,,,,,
22-3,Assorted,,1995,Value Pack Italy,,91.0,,0,0,0,0,101.82,,,,,,,,,
23-2,Town,Product Collection,1995,Value Pack Italy,,156.0,,0,0,0,0,70.15,,,,,,,,,
1660-1,Promotional,Ferries,1995,Kronprins Frederik Ferry,,163.0,,0,0,0,0,295.51,59.76,,,,,1.0,363.4,5.0,72.98
1714-1,Space,Spyrius,1995,Surveillance Scooter,1.0,22.0,1.99,0,0,0,0,25.0,10.0,,,,,,,9.0,16.96
1715-1,Basic,,1995,Standard Bricks,,400.0,,0,0,0,0,26.0,20.0,,,,,,,,
1719-2,Freestyle,,1995,Freestyle Bricks and Plates,,199.0,,0,0,0,0,,,,,,,,,,
1734-1,Duplo,,1995,Large Clown Bucket,,77.0,,0,0,0,0,,,,,,,,,,
1736-1,Castle,Dragon Knights,1995,Wizard's Cart,1.0,17.0,,0,0,0,0,35.4,18.03,,,9.0,17.13,3.0,162.27,17.0,19.96
1743-1,Basic,,1995,"Standard Bricks, 5+",,400.0,,0,0,0,0,29.99,,,,,,,,,
1744-1,Duplo,,1995,Medium Bucket,1.0,51.0,,0,0,0,0,,,,,,,,,,
1745-1,Basic,,1995,"Standard Bricks, 3+",,404.0,,0,0,0,0,,,,,,,,,,
1746-1,Castle,Dragon Knights,1995,Wiz the Wizard,1.0,17.0,2.5,0,0,0,0,61.6,26.66,5.0,56.96,3.0,26.66,2.0,78.37,1.0,40.0
1756-1,Basic,,1995,Animals,,8.0,,0,0,0,0,14.42,0.68,,,,,,,1.0,1.0
1758-1,Basic,,1995,Animals,,7.0,,0,0,0,0,11.71,0.41,,,,,1.0,9.42,,
1759-1,Duplo,,1995,Parrot,,7.0,0.6,0,0,0,0,5.47,,1.0,5.47,,,9.0,6.79,,
1760-1,Town,Racing,1995,Go-Kart,1.0,16.0,,0,0,0,0,11.7,3.14,8.0,11.74,13.0,2.96,5.0,10.59,36.0,2.39
1761-1,Town,Paradisa,1995,Paradisa Speedboat,1.0,21.0,,0,0,0,0,17.98,4.2,13.0,16.7,15.0,4.58,21.0,24.54,10.0,5.17
1762-1,Town,Racing,1995,Go-Kart,1.0,16.0,,0,0,0,0,7.5,4.0,,,1.0,4.0,3.0,26.63,15.0,3.95
1764-1,Duplo,,1995,Birthday Building Set,,100.0,,0,0,0,0,,,,,,,,,,
1765-1,Duplo,,1995,Small Bucket,,34.0,,0,0,0,0,,,,,,,,,,
1766-1,Freestyle,,1995,Small Freestyle Bucket,,109.0,,0,0,0,0,,,,,,,,,2.0,5.96
1767-1,Basic,,1995,Animals,,6.0,,0,0,0,0,11.71,0.41,,,,,,,,
1768-1,Basic,,1995,Animals,,10.0,,0,0,0,0,3.1,0.38,,,,,,,,
1785-1,Space,Miscellaneous,1995,Crater Critters,,143.0,10.0,0,0,0,0,149.99,36.45,,,1.0,24.37,5.0,126.0,9.0,36.08
1786-1,Town,Police,1995,Jailbreak Joe,4.0,186.0,,0,0,0,0,315.0,25.37,,,4.0,31.63,3.0,311.21,11.0,39.13
1787-1,Space,Unitron,1995,Crater Cruiser,2.0,183.0,18.0,0,0,0,0,200.0,59.4,2.0,185.27,10.0,56.63,5.0,180.87,13.0,60.15
1788-1,Pirates,,1995,Treasure Chest,4.0,159.0,22.0,0,0,0,0,800.0,140.4,1.0,188.41,2.0,146.0,,,16.0,262.32
1789-1,Space,Unitron,1995,Star Hawk II,2.0,292.0,27.0,0,0,0,0,150.0,113.36,,,8.0,110.92,2.0,717.04,28.0,137.04
1793-1,Space,Unitron,1995,Space Station Zenon,3.0,346.0,,0,0,0,0,400.0,172.5,1.0,503.2,3.0,170.33,3.0,591.67,13.0,207.54
1805-1,Duplo,,1995,Small Bucket,,32.0,,0,0,0,0,,,,,,,,,2.0,11.45
1807-1,Town,Seasonal,1995,Santa Claus and Sleigh,1.0,17.0,2.0,0,0,0,0,12.51,8.5,4.0,12.52,,,21.0,13.6,6.0,8.65
1811-1,Duplo,,1995,Safari,1.0,27.0,,0,0,0,0,27.95,,,,,,1.0,50.0,,
1814-1,Duplo,Toolo,1995,Starter Set,1.0,23.0,,0,0,0,0,,,,,,,,,,
1819-1,Basic,,1995,Large Bucket,,950.0,20.0,0,0,0,0,,25.0,,,,,,,,
1820-1,Primo,,1995,Primo Sample Set,,,,0,0,0,0,,,,,,,,,,
1822-1,Aquazone,Aquanauts,1995,Sea Claw 7,2.0,192.0,20.0,0,0,0,0,325.0,38.7,1.0,325.0,16.0,38.6,3.0,325.11,20.0,44.0
1828-1,Basic,,1995,Animals,,7.0,,0,0,0,0,15.43,2.18,1.0,15.43,,,1.0,15.18,2.0,1.45
1831-1,Town,Special,1995,Maersk Line Container Lorry,1.0,211.0,,0,0,0,0,420.0,294.68,1.0,400.36,,,5.0,439.07,6.0,188.16
1836-1,Freestyle,,1995,Animal Friends,,9.0,,0,0,0,0,3.23,1.25,2.0,3.23,,,4.0,7.61,12.0,1.69
1837-1,Freestyle,,1995,Freestyle Set,,11.0,,0,0,0,0,5.22,1.0,4.0,4.7,,,9.0,5.74,2.0,1.28
1838-1,Freestyle,,1995,Animal Friends,,16.0,,0,0,0,0,4.26,1.47,,,,,13.0,4.97,3.0,1.68
1839-1,Freestyle,,1995,Freestyle Set,,19.0,,0,0,0,0,4.5,,1.0,3.12,,,8.0,5.45,,
1840-1,Freestyle,,1995,Trial Size Bag,,23.0,,0,0,0,0,16.53,2.33,1.0,16.53,,,9.0,8.54,1.0,4.0
1844-1,Duplo,,1995,Large Green Bucket,3.0,90.0,,0,0,0,0,,,,,,,,,,
1850-1,Freestyle,,1995,Trial Size Bag,,27.0,,0,0,0,0,16.53,,1.0,16.53,,,4.0,8.8,,
1852-1,Duplo,,1995,Alligator Bucket,,43.0,,0,0,0,0,,,,,,,2.0,87.95,1.0,54.22
1860-1,Freestyle,,1995,Trial Size Bag,1.0,30.0,,0,0,0,0,10.0,,,,,,,,1.0,7.5
1863-1,Freestyle,,1995,Freestyle Trial Set,,11.0,,0,0,0,0,27.54,,1.0,27.54,,,4.0,8.62,1.0,2.0
1870-1,Freestyle,,1995,Trial Size Bag,,36.0,,0,0,0,0,16.53,,1.0,16.53,,,,,1.0,7.5
1954-1,Space,Spyrius,1995,Surveillance Scooter,1.0,23.0,,0,0,0,0,20.63,8.07,5.0,30.35,12.0,8.98,,,20.0,9.98
2080-1,Duplo,Primo,1995,Small Stack 'n' Learn Set,,9.0,,0,0,0,0,,,,,,,,,,
2082-1,Duplo,Primo,1995,Medium Stack 'n' Learn Set,1.0,9.0,,0,0,0,0,,,,,,,,,2.0,39.11
2084-1,Duplo,Primo,1995,Large Stack 'n' Learn Set,1.0,14.0,,0,0,0,0,50.0,,,,,,,,1.0,21.69
2086-1,Duplo,Primo,1995,XLarge Stack 'n' Learn Set,2.0,18.0,,0,0,0,0,,17.39,,,,,,,,
2090-1,Primo,,1995,Baby Storage Bear,1.0,18.0,,0,0,0,0,,5.0,,,,,,,2.0,26.84
2320-1,Basic,,1995,Small Basic Box,,10.0,,0,0,0,0,,,,,,,11.0,9.0,,
2324-1,Duplo,,1995,Large Giraffe Bucket,2.0,48.0,,0,0,0,0,,,,,,,,,,
2326-1,Duplo,,1995,Green elephant bucket XL,3.0,63.0,,0,0,0,0,,,,,,,,,,
2338-1,Duplo,,1995,Kitty Cat's Building Set,,36.0,,0,0,0,0,,,,,,,,,2.0,19.84
2342-1,Duplo,,1995,Small Animals Bucket,1.0,35.0,,0,0,0,0,,,,,,,,,,
2362-1,Duplo,,1995,Large Circus Bucket,2.0,57.0,,0,0,0,0,,,,,,,,,2.0,18.59
2364-1,Duplo,,1995,Circus Bucket Green,2.0,40.0,,0,0,0,0,,,,,,,,,1.0,14.64
2368-1,Duplo,,1995,XLarge Basic Bucket,1.0,71.0,,0,0,0,0,,,,,,,,,1.0,19.9
2659-1,Duplo,,1995,Baby Animals,,8.0,8.0,0,0,0,0,13.75,10.52,,,,,,,,
2663-1,Duplo,,1995,Water Animals,1.0,20.0,15.0,0,0,0,0,,18.99,,,,,,,2.0,62.65
2665-1,Duplo,,1995,Wild Cats,2.0,21.0,,0,0,0,0,66.39,35.11,,,1.0,35.11,,,,
2667-1,Duplo,,1995,Animals Park,2.0,42.0,,0,0,0,0,,49.26,,,1.0,49.26,,,2.0,74.63
2670-1,Duplo,,1995,Water Park,5.0,42.0,,0,0,0,0,,54.0,,,,,,,1.0,113.92
2690-1,Duplo,,1995,Fire Chief,1.0,6.0,8.0,0,0,0,0,21.25,12.23,,,1.0,12.23,1.0,21.69,8.0,12.03
2691-1,Duplo,,1995,Fire Engine,1.0,12.0,18.75,0,0,0,0,39.58,17.14,,,,,,,1.0,18.23
2692-1,Duplo,,1995,Fire Heliport,2.0,18.0,,0,0,0,0,62.19,28.66,,,1.0,28.66,2.0,130.13,1.0,21.58
2693-1,Duplo,,1995,Fire Station,3.0,47.0,49.5,0,0,0,0,,37.64,,,1.0,37.64,,,2.0,37.96
2783-1,Duplo,,1995,Ironing Room,1.0,6.0,,0,0,0,0,20.73,16.21,,,,,1.0,18.76,3.0,13.76
2785-1,Duplo,,1995,Living Room,1.0,9.0,8.75,0,0,0,0,45.48,,,,,,,,1.0,27.1
2796-1,Duplo,,1995,Pink Carry Case with Handle,3.0,21.0,,0,0,0,0,,54.18,,,,,,,1.0,54.22
2915-1,Duplo,Toolo,1995,Mini Digger,1.0,16.0,15.0,0,0,0,0,,,,,,,1.0,25.0,,
2925-1,Duplo,Toolo,1995,Helicopter,1.0,20.0,25.0,0,0,0,0,81.81,38.03,,,,,1.0,75.91,2.0,35.4
2945-1,Duplo,Toolo,1995,Space Centre,2.0,47.0,50.0,0,0,0,0,,,,,,,,,1.0,51.51
2960-1,Duplo,Toolo,1995,Tool Box,2.0,42.0,,0,0,0,0,,84.62,,,1.0,82.11,,,2.0,74.0
4130-1,Freestyle,,1995,Daft 'n' Dotty,,37.0,2.0,0,0,0,0,4.76,2.79,2.0,4.76,,,2.0,14.92,4.0,2.94
4131-1,Freestyle,,1995,"Freestyle Building Set, 3+",,71.0,4.0,0,0,0,0,,3.99,,,,,5.0,17.22,2.0,4.34
4132-1,Freestyle,,1995,3+ Tote Pack,,111.0,,0,0,0,0,28.23,,,,1.0,10.58,1.0,32.53,4.0,16.5
4133-1,Freestyle,,1995,"Freestyle Bucket, 3+",,135.0,16.5,0,0,0,0,51.36,23.17,,,,,,,4.0,15.72
4134-1,Freestyle,,1995,"Freestyle Bucket, 3+",,252.0,20.0,0,0,0,0,,,,,,,1.0,37.95,2.0,11.84
4142-1,Freestyle,,1995,"Freestyle Building Set, 4+",,98.0,8.0,0,0,0,0,9.95,,,,,,5.0,24.51,5.0,12.6
4143-1,Freestyle,,1995,"Freestyle Building Set, 4+",,196.0,,0,0,0,0,,,,,,,,,2.0,18.98
4144-1,Freestyle,,1995,"Freestyle Brick Vac Bus, 4+",,141.0,22.0,0,0,0,0,38.33,10.74,,,,,1.0,116.29,,
4145-1,Freestyle,,1995,"Freestyle Playcase (M), 4+",,249.0,,0,0,0,0,31.67,29.0,,,,,3.0,103.02,5.0,30.47
4146-1,Freestyle,,1995,"Freestyle Bucket, 4+",,410.0,33.0,0,0,0,0,43.05,,,,,,,,1.0,27.11
4150-1,Freestyle,,1995,Building Set 5+,1.0,88.0,3.5,0,0,0,0,11.16,4.4,,,,,4.0,14.43,3.0,5.47
4151-1,Freestyle,,1995,"Girl's Freestyle Set, 5+",2.0,272.0,13.0,0,0,0,0,70.0,16.27,,,,,1.0,69.99,6.0,24.78
4152-1,Freestyle,,1995,"Freestyle Bucket, 5+",,400.0,20.0,0,0,0,0,100.0,10.63,,,,,,,1.0,38.15
4153-1,Freestyle,,1995,"Freestyle Playcase (L), 5+",2.0,687.0,38.0,0,0,0,0,,43.0,,,,,1.0,108.44,3.0,57.51
4161-1,Freestyle,,1995,"Girl's Freestyle Suitcase, 6+",2.0,283.0,20.0,0,0,0,0,95.55,14.88,,,1.0,14.88,2.0,96.15,5.0,44.35
4162-1,Freestyle,,1995,"Freestyle Multibox, 6+",,592.0,25.0,0,0,0,0,48.75,25.31,,,2.0,25.31,1.0,100.0,5.0,29.26
4163-1,Freestyle,,1995,"Electric Freestyle Set, 6+",,349.0,45.0,0,0,0,0,35.64,33.88,,,,,4.0,125.76,4.0,38.22
4552-1,Trains,9V,1995,Cargo Crane,2.0,282.0,38.5,0,0,0,0,165.12,109.48,,,8.0,101.26,5.0,257.75,17.0,91.15
4555-1,Trains,9V,1995,Cargo Station,3.0,389.0,66.0,0,0,0,0,319.11,199.42,2.0,297.16,7.0,210.21,6.0,586.86,22.0,232.24
5088-1,Service Packs,Duplo,1995,Duplo Long Beams 2 x 8 Red and Yellow,,4.0,,0,0,0,0,,,,,,,1.0,16.27,,
5125-1,Service Packs,Town,1995,Space Port Accessories (Launch Command Accessories),,31.0,3.0,0,0,0,0,25.07,,1.0,25.07,,,10.0,25.45,,
5126-1,Service Packs,,1995,Crane and Digger Accessories,,18.0,3.5,0,0,0,0,10.54,11.61,,,,,3.0,15.0,1.0,15.49
5127-1,Service Packs,,1995,Antennas and Control Sticks,,37.0,3.0,0,0,0,0,24.33,,,,,,4.0,20.42,,
5132-1,Service Packs,,1995,"Wheels, Bearings and Suspension",,32.0,3.5,0,0,0,0,12.14,,3.0,12.14,,,2.0,13.24,1.0,10.99
5134-1,Service Packs,Pirates,1995,Pirate Cannons with Wheels,,28.0,,0,0,0,0,35.0,8.06,,,,,2.0,45.0,1.0,37.5
5135-1,Service Packs,Castle,1995,Castle Accessories,,30.0,3.5,0,0,0,0,67.74,,1.0,67.74,,,,,,
5136-1,Service Packs,Belville,1995,Belville Accessories,,10.0,,0,0,0,0,8.99,,,,,,5.0,10.41,,
5160-1,Service Packs,Aquazone,1995,Aquazone Accessories,,18.0,3.0,0,0,0,0,24.79,14.74,4.0,24.79,,,,,,
5268-1,Service Packs,,1995,Small Low Profile Tyres,,8.0,4.0,0,0,0,0,6.42,,2.0,6.42,,,8.0,5.29,,
5269-1,Service Packs,Technic,1995,Lift-Arms and Triangles,,12.0,3.25,0,0,0,0,4.99,,,,,,18.0,3.65,,
5287-1,Service Packs,Technic,1995,Plates and Gear Racks,,18.0,4.0,0,0,0,0,12.25,,1.0,12.25,,,7.0,10.94,,
5288-1,Service Packs,,1995,"Gear Blocks, Housings and Axles",,12.0,,0,0,0,0,7.17,3.42,2.0,6.96,,,53.0,9.72,,
5541-1,Model Team,,1995,Blue Fury,,421.0,39.5,0,0,0,0,242.25,98.41,1.0,244.49,2.0,83.19,2.0,348.95,42.0,104.71
5810-1,Belville,,1995,Vanity Fun,1.0,23.0,5.5,0,0,0,0,9.96,14.99,,,,,1.0,19.72,6.0,8.19
5830-1,Belville,,1995,Fun-Day Sundaes,2.0,29.0,11.0,0,0,0,0,24.78,5.77,,,2.0,5.84,5.0,37.31,8.0,11.18
5840-1,Belville,,1995,Garden Playmates,1.0,87.0,19.75,0,0,0,0,28.05,24.8,,,1.0,24.8,,,6.0,17.92
6008-1,Castle,Royal Knights,1995,Royal King,1.0,10.0,3.0,0,0,0,0,91.0,17.3,6.0,80.43,22.0,17.6,22.0,115.2,46.0,21.5
6036-1,Castle,Royal Knights,1995,Skeleton Surprise,2.0,74.0,8.0,0,0,0,0,121.8,24.2,4.0,111.58,35.0,22.65,7.0,114.87,70.0,28.21
6044-1,Castle,Royal Knights,1995,King's Carriage,4.0,124.0,16.5,0,0,0,0,216.21,54.58,1.0,182.44,24.0,54.14,6.0,309.26,37.0,69.52
6078-1,Castle,Royal Knights,1995,Royal Drawbridge,5.0,258.0,30.0,0,0,0,0,342.63,112.62,4.0,282.56,18.0,101.68,5.0,378.0,50.0,139.65
6090-1,Castle,Royal Knights,1995,Royal Knight's Castle,11.0,764.0,95.0,0,0,0,0,1355.63,378.93,3.0,2034.17,28.0,300.27,2.0,2970.77,55.0,369.94
6115-1,Aquazone,Aquasharks,1995,Shark Scout,1.0,28.0,3.5,0,0,0,0,21.5,5.51,,,58.0,5.06,7.0,31.68,99.0,7.68
6125-1,Aquazone,Aquanauts,1995,Sea Sprint 9,1.0,32.0,4.0,0,0,0,0,41.08,6.83,1.0,54.35,56.0,5.92,15.0,52.23,97.0,10.6
6155-1,Aquazone,Aquasharks,1995,Deep Sea Predator,1.0,103.0,22.0,0,0,0,0,193.72,29.56,1.0,200.0,39.0,27.41,,,44.0,36.44
6175-1,Aquazone,Aquanauts,1995,Crystal Explorer Sub,2.0,167.0,33.0,0,0,0,0,162.96,40.42,,,30.0,38.46,6.0,209.79,67.0,57.62
6195-1,Aquazone,Aquanauts,1995,Neptune Discovery Lab,4.0,508.0,89.0,0,0,0,0,617.05,134.8,3.0,617.05,35.0,134.06,3.0,627.18,39.0,176.03
6254-1,Pirates,,1995,Rocky Reef,3.0,103.0,15.0,0,0,0,0,217.63,48.49,1.0,217.63,15.0,45.75,3.0,213.76,26.0,52.66
6263-1,Pirates,Imperial Guards,1995,Imperial Outpost,4.0,216.0,27.5,0,0,0,0,400.0,153.33,2.0,417.23,12.0,145.37,13.0,422.3,24.0,150.74
6279-1,Pirates,,1995,Skull Island,6.0,378.0,53.0,0,0,0,0,797.5,141.41,2.0,797.5,9.0,123.64,7.0,808.3,39.0,168.24
6336-1,Town,Launch Command,1995,Launch Response Unit,2.0,185.0,16.5,0,0,0,0,135.0,18.7,,,16.0,17.89,,,42.0,24.81
6338-1,Town,Coastguard,1995,Hurricane Harbour,3.0,364.0,49.5,0,0,0,0,286.06,88.13,1.0,199.99,4.0,103.6,6.0,333.74,16.0,101.83
6339-1,Town,Launch Command,1995,Shuttle Launch Pad,4.0,564.0,66.0,0,0,0,0,540.53,129.25,1.0,540.53,16.0,118.04,1.0,487.98,21.0,142.99
6414-1,Town,Paradisa,1995,Dolphin Point,4.0,207.0,33.0,0,0,0,0,570.97,124.72,,,7.0,128.04,4.0,470.4,15.0,119.43
6484-1,Town,Rescue,1995,F1 Hauler,3.0,269.0,49.5,0,0,0,0,220.34,97.05,1.0,220.34,8.0,97.33,2.0,299.5,5.0,116.73
6516-1,Town,Launch Command,1995,Moon Walker,1.0,34.0,3.0,0,0,0,0,28.43,5.28,8.0,30.54,16.0,4.64,6.0,64.31,69.0,5.47
6525-1,Town,Fire,1995,Blaze Commander,1.0,50.0,4.5,0,0,0,0,25.0,5.19,3.0,21.67,18.0,4.82,4.0,29.87,50.0,5.95
6535-1,Town,Construction,1995,Dumper,1.0,42.0,4.5,0,0,0,0,36.52,8.24,1.0,36.52,18.0,7.99,8.0,53.39,52.0,9.44
6544-1,Town,Launch Command,1995,Shuttle Transcon 2,3.0,342.0,38.5,0,0,0,0,262.83,93.42,3.0,221.89,11.0,88.33,1.0,216.88,16.0,96.41
6562-1,Town,Shops and Services,1995,Gas Stop Shop,3.0,221.0,24.5,0,0,0,0,106.68,33.88,3.0,102.58,5.0,36.49,5.0,121.39,16.0,45.3
6596-1,Town,Boats,1995,Wave Master,1.0,134.0,12.0,0,0,0,0,53.0,16.66,,,10.0,14.07,,,33.0,19.16
6614-1,Town,Launch Command,1995,Launch Evac 1,1.0,122.0,9.25,0,0,0,0,95.0,12.44,,,18.0,12.06,8.0,86.27,38.0,13.79
6639-1,Town,Racing,1995,Raven Racer,1.0,66.0,7.25,0,0,0,0,51.02,10.58,1.0,51.02,10.0,8.59,6.0,87.75,29.0,10.6
6649-1,Town,Maintenance,1995,Street Sweeper,1.0,63.0,6.75,0,0,0,0,68.51,10.49,6.0,53.49,25.0,9.96,11.0,70.73,68.0,12.8
8210-1,Technic,,1995,Nitro GTX bike,,86.0,20.0,0,0,0,0,53.53,7.09,1.0,53.53,20.0,6.19,3.0,56.3,69.0,7.9
8225-1,Technic,,1995,Road Rally V,1.0,96.0,,0,0,0,0,44.99,10.01,1.0,44.99,8.0,11.77,4.0,54.4,26.0,19.75
8235-1,Technic,,1995,Front End Loader,1.0,165.0,30.0,0,0,0,0,100.11,21.31,,,7.0,17.23,1.0,100.0,26.0,30.66
8280-1,Technic,,1995,Fire Engine,2.0,424.0,55.0,0,0,0,0,98.34,49.28,2.0,103.53,3.0,47.57,7.0,182.79,18.0,50.28
8412-1,Technic,,1995,Nighthawk,,286.0,29.75,0,0,0,0,98.63,31.6,1.0,98.63,4.0,29.09,5.0,115.72,15.0,46.25
8422-1,Technic,,1995,Circuit Shock Racer,,315.0,33.0,0,0,0,0,100.0,24.34,2.0,77.57,6.0,21.37,3.0,172.91,27.0,48.45
8440-1,Technic,,1995,Formula Flash,,414.0,54.0,0,0,0,0,157.37,59.07,,,9.0,47.43,7.0,224.95,10.0,64.84
8460-1,Technic,,1995,Pneumatic Crane Truck,,850.0,99.0,0,0,0,0,184.35,97.65,1.0,184.35,8.0,85.95,1.0,450.0,28.0,99.75
8485-1,Technic,,1995,Control Centre II,,1079.0,219.0,0,0,0,0,719.9,215.76,,,7.0,208.7,1.0,975.97,9.0,248.43
9170-1,Dacta,,1995,Community People Set,18.0,18.0,28.6,0,0,0,0,,,,,,,3.0,79.99,,
9171-1,Dacta,,1995,World People,24.0,24.0,38.5,0,0,0,0,59.95,,,,,,2.0,109.99,,
9180-1,Dacta,Duplo,1995,Medical Centre,7.0,69.0,,0,0,0,0,,,,,,,,,,
9605-1,Dacta,Technic,1995,4.5V Technic Resource Set,,268.0,,0,0,0,0,,,,,,,,,,
9609-1,Dacta,Technic,1995,Technology Resource Set,,1733.0,,0,0,0,0,400.0,,,,,,1.0,767.4,,
9616-1,Dacta,Technic,1995,Wheels and Axles Set,1.0,75.0,15.0,0,0,0,0,36.56,18.37,,,,,5.0,27.46,4.0,28.12
9652-1,Dacta,Duplo,1995,Fun Time Gears,,27.0,,0,0,0,0,,34.68,,,,,,,,
9653-1,Dacta,Duplo,1995,Mechanical Toy Shop,2.0,32.0,,0,0,0,0,,,,,,,1.0,65.06,,
9660-1,Dacta,Duplo,1995,Early Structures,2.0,107.0,69.0,0,0,0,0,93.68,,,,,,,,2.0,69.94
9701-1,Dacta,Technic,1995,Control Lab Building Set,,557.0,,0,0,0,0,489.33,165.09,,,1.0,165.09,,,,
9751-1,Dacta,Technic,1995,Control Lab Serial Interface & Adapter,,2.0,,0,0,0,0,156.98,151.34,1.0,156.98,2.0,151.34,,,1.0,164.49
9891-1,Dacta,,1995,Angle Sensor,,1.0,25.0,0,0,0,0,8.39,,2.0,19.87,,,32.0,8.87,7.0,12.66
9938-1,Dacta,,1995,Conveyor Belt Links,,36.0,6.25,0,0,0,0,4.31,,2.0,4.31,,,19.0,24.63,,
BONUS-1,Basic,,1995,LEGO Festival Bonus Offer Pack,,414.0,,0,0,0,0,,,,,,,,,,
MM02JAN1995-1,Books,Mania Magazine,1995,Mania Magazine January - February 1995,,,,0,0,0,0,,,,,,,,,,
MM03MAR1995-1,Books,Mania Magazine,1995,Mania Magazine March - April 1995,,,,0,0,0,0,,,,,,,,,,
MM04MAY1995-1,Books,Mania Magazine,1995,Mania Magazine May - June 1995,,,,0,0,0,0,,,,,,,,,,
MM05JUL1995-1,Books,Mania Magazine,1995,Mania Magazine July - August 1995,,,,0,0,0,0,,,,,,,,,,
MM06SEP1995-1,Books,Mania Magazine,1995,Mania Magazine September - October 1995,,,,0,0,0,0,,,,,,,,,,
MM07NOV1995-1,Books,Mania Magazine,1995,Mania Magazine November - December 1995,,,,0,0,0,0,,,,,,,,,,
1-11,Basic,,1981,Basic Souvenir Box,,38.0,,0,0,0,0,85.63,,2.0,85.63,,,1.0,145.36,4.0,50.26
226-2,Books,LEGO,1981,Building Ideas Book,,,2.4,0,0,0,0,,,,,,,,,,
322-1,Basic,,1981,Basic Set,,53.0,6.0,0,0,0,0,37.34,27.96,,,,,5.0,54.89,2.0,20.53
333-1,Basic,,1981,Basic Set,2.0,98.0,10.0,0,0,0,0,25.36,5.42,1.0,25.36,1.0,5.42,1.0,40.33,2.0,9.4
355-2,Basic,,1981,Universal Building Set,2.0,181.0,18.5,0,0,0,0,56.19,10.85,,,2.0,10.03,2.0,193.84,,
366-1,Basic,,1981,Basic Building Set,2.0,184.0,,0,0,0,0,54.69,42.5,2.0,52.41,1.0,13.11,2.0,59.2,2.0,24.4
544-1,Basic,,1981,"Basic Building Set, 5+",1.0,141.0,9.5,0,0,0,0,,27.83,,,1.0,7.85,2.0,160.78,17.0,14.55
555-2,Basic,,1981,"Basic Building Set, 5+",2.0,246.0,,0,0,0,0,85.0,28.05,,,5.0,28.05,6.0,250.19,12.0,25.7
566-1,Basic,,1981,"Basic Building Set, 5+",2.0,288.0,26.0,0,0,0,0,218.36,21.38,,,,,4.0,242.49,4.0,27.23
